date,clinicID,doctorID,specialization,day,tokenNumber,index,servedAfterBreak,TimeCalled,type,TimeTaken,AvgWaitTime
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W13,35,False,05:47:24,walkin,00:00:02,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W4,36,False,05:47:33,walkin,00:00:09,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W3,37,False,05:47:35,walkin,00:00:02,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A5,38,False,05:47:37,advance,00:00:02,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A4,39,False,05:47:38,advance,00:00:01,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,A3,40,False,05:47:48,advance,00:00:10,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W7,41,False,05:47:49,walkin,00:00:01,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W2,42,False,05:47:51,walkin,00:00:02,00:00:07.818181818
2025-04-16,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Wednesday,W1,43,False,05:47:53,walkin,00:00:02,00:00:07.818181818
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A1,0,False,10:01:23,advance,00:00:00,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A3,0,False,10:01:23,advance,00:00:00,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A4,2,False,12:46:36,advance,02:45:13,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A5,3,False,12:46:38,advance,00:00:02,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A6,4,False,12:46:40,advance,00:00:02,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A1,5,False,12:46:42,advance,00:00:02,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A4,6,False,12:46:43,advance,00:00:01,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A5,7,False,12:55:21,advance,00:08:38,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A6,8,False,13:22:11,advance,00:26:50,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A7,9,False,15:26:25,advance,02:04:14,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A9,10,False,15:26:30,advance,00:00:05,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A11,11,False,15:27:52,advance,00:01:22,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A14,12,False,15:49:50,advance,00:21:58,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A12,13,False,15:55:53,advance,00:06:03,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A10,14,False,15:56:40,advance,00:00:47,00:22:50.375000
2025-04-17,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Thursday,A14,15,False,16:06:49,advance,00:10:09,00:22:50.375000
2025-04-20,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Sunday,A1,0,False,17:54:07,Advance,00:00:00,00:00:00
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A6,0,False,09:48:56,advance,00:00:00,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A13,1,False,10:00:42,advance,00:11:46,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A5,2,False,10:04:38,advance,00:03:56,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A11,3,False,10:22:46,advance,00:18:08,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A17,4,False,10:30:51,advance,00:08:05,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A4,5,False,10:35:29,advance,00:04:38,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A10,6,False,10:38:26,advance,00:02:57,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A1,7,False,10:55:37,advance,00:17:11,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A16,8,False,10:58:45,advance,00:03:08,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A2,9,False,11:27:25,advance,00:28:40,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A3,10,False,11:36:47,advance,00:09:22,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A21,11,False,11:56:59,advance,00:20:12,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A20,12,False,12:22:48,advance,00:25:49,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A22,13,False,12:27:51,advance,00:05:03,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A3,14,False,12:34:06,advance,00:06:15,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W1,15,False,12:40:01,walkin,00:05:55,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W10,16,False,12:40:03,walkin,00:00:02,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,W1,16,False,12:40:03,walkin,00:00:00,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A23,18,False,14:29:57,advance,01:49:54,00:14:11.650000
2025-04-25,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Friday,A25,19,False,14:32:49,advance,00:02:52,00:14:11.650000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A26,0,False,13:54:30,advance,00:00:00,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A27,1,False,14:02:52,advance,00:08:22,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A24,2,False,14:04:15,advance,00:01:23,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A34,3,False,15:12:58,advance,01:08:43,00:26:22.600000
2025-04-26,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Saturday,A31,4,False,16:06:23,advance,00:53:25,00:26:22.600000
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,0,False,11:40:14,advance,00:00:00,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,1,False,11:40:15,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,2,False,11:40:16,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,3,False,11:40:17,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,4,False,11:40:26,walkin,00:00:09,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,5,False,12:27:46,advance,00:47:20,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,6,False,12:27:48,advance,00:00:02,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A21,7,False,13:13:40,advance,00:45:52,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A22,8,False,13:13:44,advance,00:00:04,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W10,9,False,14:26:26,walkin,01:12:42,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A27,10,False,14:26:32,advance,00:00:06,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A28,11,False,15:14:07,advance,00:47:35,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A29,12,False,15:14:53,advance,00:00:46,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A30,13,False,15:14:54,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W11,14,False,15:15:09,walkin,00:00:15,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W12,15,False,15:15:11,walkin,00:00:02,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A31,16,False,15:27:43,advance,00:12:32,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A32,17,False,15:27:56,advance,00:00:13,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A33,18,False,15:27:57,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W12,19,False,15:32:31,walkin,00:04:34,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A34,20,False,15:58:38,advance,00:26:07,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A35,21,False,16:27:41,advance,00:29:03,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W20,22,False,16:45:57,walkin,00:18:16,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,23,False,17:10:25,walkin,00:24:28,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W11,24,False,17:10:27,walkin,00:00:02,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,25,False,17:10:28,walkin,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,26,False,17:10:29,walkin,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A21,27,False,17:10:44,advance,00:00:15,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A22,28,False,17:10:44,advance,00:00:00,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A32,29,False,17:10:45,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A27,30,False,17:10:53,advance,00:00:08,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A9,31,False,17:11:04,advance,00:00:11,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,32,False,17:12:38,walkin,00:01:34,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,33,False,17:13:03,walkin,00:00:25,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W1,34,False,17:13:07,walkin,00:00:04,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,W9,35,False,17:13:15,walkin,00:00:08,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A3,36,False,17:13:31,advance,00:00:16,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A4,37,False,17:13:32,advance,00:00:01,00:12:04.461538461
2025-04-28,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Monday,A5,38,False,19:31:08,advance,02:17:36,00:12:04.461538461
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W2,0,False,09:18:25,walkin,00:00:00,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,1,False,09:18:29,advance,00:00:04,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,2,False,09:18:30,advance,00:00:01,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W18,3,False,09:18:44,walkin,00:00:14,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W2,4,False,09:18:46,walkin,00:00:02,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,5,False,09:19:05,advance,00:00:19,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A4,6,False,09:28:02,advance,00:08:57,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W2,7,False,09:32:53,walkin,00:04:51,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,8,False,09:34:16,walkin,00:01:23,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,9,False,09:43:57,walkin,00:09:41,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,10,False,09:44:22,advance,00:00:25,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,11,False,09:44:25,advance,00:00:03,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,12,False,09:45:32,advance,00:01:07,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,13,False,09:45:47,advance,00:00:15,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A2,14,False,09:45:49,advance,00:00:02,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,15,False,09:47:03,walkin,00:01:14,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,16,False,09:53:41,advance,00:06:38,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,17,False,09:54:00,advance,00:00:19,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W6,18,False,09:54:56,walkin,00:00:56,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,19,False,09:55:00,walkin,00:00:04,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,20,False,09:55:03,walkin,00:00:03,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,21,False,10:01:37,walkin,00:06:34,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,22,False,10:11:01,advance,00:09:24,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A21,23,False,10:12:48,advance,00:01:47,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A26,24,False,10:19:05,advance,00:06:17,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,28,False,10:27:04,advance,00:07:59,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A28,29,False,10:28:12,advance,00:01:08,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,25,False,10:29:09,advance,00:00:57,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W1,26,False,10:29:20,walkin,00:00:11,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W1,27,False,10:29:44,walkin,00:00:24,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A10,30,False,10:36:50,advance,00:07:06,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A20,31,False,10:46:31,advance,00:09:41,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A23,32,False,10:51:45,advance,00:05:14,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A1,34,False,10:56:23,advance,00:04:38,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A5,33,False,10:56:49,advance,00:00:26,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,36,False,11:02:35,walkin,00:05:46,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A18,35,False,11:05:20,advance,00:02:45,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A3,33,False,11:16:59,advance,00:11:39,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A6,38,False,11:18:41,advance,00:01:42,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A11,39,False,11:23:15,advance,00:04:34,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,40,False,11:32:13,walkin,00:08:58,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A15,41,False,11:32:54,advance,00:00:41,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A4,42,False,11:37:03,advance,00:04:09,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A13,43,True,12:06:37,advance,00:29:34,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,W10,44,False,12:10:21,walkin,00:03:44,00:05:37.575342465
2025-04-29,QV072,0JRa28hpGhcsHZm7GPK8,Neonatology,Tuesday,A17,45,False,12:10:26,advance,00:00:05,00:05:37.575342465
